"element","name","card_name","card","rarity","max_lv","cost","atk","defense","hp","support","main_race","secondary_race","generation","main_skill","main_skill_turns","leader_skill","leader_skill_turns","source_page"
"Dark","Dorbickmon","","6-437","SP +","70","7","154","165","167","164","Dark","N/A","Xros Wars","Small Enemy Attack Delay","8","Replace (dark)","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Candmon","","6-472","God +","10","2","35","21","47","26","Dark","N/A","Child","Small Damage Return","5","Dark Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Deathmon","","6-500","God +","60","7","197","130","134","195","Dark","N/A","Ultimate","All Dark","9","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Vademon","","6-501","God +","60","7","176","107","144","179","Dark","N/A","Perfect","Large Sacrifice Strike","12","Medium Recovery","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Devidramon","","6-502","Queen","40","4","141","103","134","107","Dark","N/A","Adult","Dark Drive","4","Holy Seal","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Lilithmon","","6-517","God","50","7","146","180","167","122","Dark","N/A","Ultimate","Dark Release","6","Large Absorption","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Megidramon","","6-528","God +","60","7","198","114","233","121","Dark","N/A","Ultimate","Large Absorption","9","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Parasimon","","6-530","King","50","5","102","143","98","62","Dark","N/A","Ultimate","Small Absorption","4","Wild Boost","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Warumonzaemon","WaruMonzaemon","6-535","King","50","5","208","99","202","104","Dark","N/A","Perfect","Holy Seal","5","Large Absorption","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Apoclymon","","6-542","SP +","70","7","218","149","203","125","Dark","N/A","Ultimate","Weaken Holy Enemies","11","Large Damage to All","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Plutomon","","6-544","God +","60","7","187","142","174","134","Dark","N/A","Ultimate","Replace (dark)","6","Large Dark Attack Boost","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Plutomon","","6-547","God","60","7","177","132","144","114","Dark","N/A","Ultimate","Large Dark Attack Boost","6","All Dark","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Lucemon Falldownmode","Lucemon Falldown Mode","6-567","God +","60","7","168","155","17","118","Dark","N/A","Perfect","Extreme Elements","9","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Lucemon Larva","","6-568","God +","60","7","199","144","113","153","Dark","N/A","Ultimate","Medium Dark Defense Boost","7","Weaken All Enemies","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Lucemon Satanmode","Lucemon Satan Mode","6-569","God","60","7","167","120","148","139","Dark","N/A","Ultimate","Holy Seal","5","All Nine","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Lilithmon","","6-617","God +","60","7","184","159","168","167","Dark","N/A","Ultimate","Big Enemy Attack Delay","14","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Ladydevimon","LadyDevimon","6-618","God +","60","7","142","152","187","139","Dark","N/A","Perfect","Small Skill Boost","14","Weaken Holy Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Lilithmon","","6-619","God","60","7","178","121","152","156","Dark","N/A","Ultimate","Small Dark Attack Boost","6","Enemy Defense Down Small","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Ladydevimon","LadyDevimon","6-620","God","60","7","122","132","160","116","Dark","N/A","Perfect","Small Defense Boost","5","Small Absorption","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Beelzebumon","","6-627","SP +","70","7","203","176","186","106","Dark","N/A","Ultimate","Enemy Defense Down Large","13","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Beelzebumon Blastmode","Beelzebumon Blast Mode","6-647","Common","70","7","213","181","196","120","Dark","N/A","Ultimate","Enemy Defense Down Large","13","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Aegiochusmon Dark","","6-655","King","50","5","167","163","135","130","Dark","N/A","Perfect","Small Dark Attack Boost","6","Dark Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Aegiochusmon Dark","","6-656","God","60","5","180","172","149","142","Dark","N/A","Perfect","Medium Damage to All","11","Weaken Holy Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Aegiochusmon Dark","","6-657","God +","60","7","191","190","163","150","Dark","N/A","Perfect","Medium Dark Defense Boost","8","Replace (dark)","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Arkadimon (Ultimate)","","6-658","God +","60","7","195","154","230","132","Dark","N/A","Ultimate","Medium Dark Attack Boost","8","All Dark","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Arkadimon (child)","Arkadimon (Child)","6-659","Rare","30","5","122","138","95","119","Dark","N/A","Child","Small Absorption","6","Holy Seal","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Arkadimon (adult)","Arkadimon (Adult)","6-660","Queen","40","4","123","143","121","124","Dark","N/A","Adult","Holy Support","5","Dark Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Arkadimon (perfect)","Arkadimon (Perfect)","6-661","King","50","5","142","155","139","150","Dark","N/A","Perfect","Dark Release","7","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Ofanimon Falldownmode","Ofanimon Falldown Mode","6-672","Queen","40","4","141","139","123","154","Dark","N/A","Ultimate","Extreme Elements","9","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Murmusmon","","6-677","God","60","7","180","145","163","178","Dark","N/A","Ultimate","Large Absorption","9","Large Defense Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Cherubimon (black)","Cherubimon (Black)","6-678","God","60","6","193","189","164","98","Dark","N/A","Ultimate","Weaken All Enemies","14","Extreme Elements","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Marindevimon","MarinDevimon","6-684","Queen","40","3","123","135","88","80","Dark","N/A","Perfect","Large Absorption","10","Medium Dark Defense Boost","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Metaletemon","MetalEtemon","6-686","Queen","40","5","95","92","114","95","Dark","N/A","Ultimate","Big Enemy Attack Delay","15","Dark Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Cherubimon (black)","Cherubimon (Black)","6-689","God","60","7","169","186","170","123","Dark","N/A","Ultimate","Large Skill Boost","19","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Lilithmon","","6-690","God","60","7","153","174","148","136","Dark","N/A","Ultimate","Total Recovery","14","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Lilithmon","","6-691","God","60","7","161","178","153","143","Dark","N/A","Ultimate","Total Recovery","14","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Darkdramon","","6-724","God","60","7","181","165","156","137","Dark","N/A","Ultimate","Medium Dark Attack Boost","8","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Belphemon: Ragemode","Belphemon: Rage Mode","6-730","SP +","70","7","215","145","254","113","Dark","N/A","Ultimate","Medium Dark Attack Boost","8","Weaken Holy Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Sistermon Noir","","6-779","God","60","7","157","113","139","147","Dark","N/A","Adult","Large Attack Boost","14","Small Skill Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Darkdramon","","6-806","God","60","7","190","170","165","145","Dark","N/A","Ultimate","Medium Dark Attack Boost","8","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Belphemon: Ragemode","Belphemon: Rage Mode","6-809","SP +","70","7","219","151","260","124","Dark","N/A","Ultimate","Medium Dark Attack Boost","8","Weaken Holy Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Sistermon Noir","","6-815","God","60","7","167","123","149","157","Dark","N/A","Adult","Large Attack Boost","14","Small Skill Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Ladydevimon","LadyDevimon","6-831","SP +","70","7","185","139","180","143","Dark","N/A","Perfect","Large Damage to All","15","Replace (dark)","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Belphemon: Sleepmode","Belphemon: Sleep Mode","6-832","SP +","70","7","113","214","219","190","Dark","N/A","Ultimate","Holy Seal","4","Total Recovery","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Bacchusmon","","6-859","God +","60","7","223","182","190","120","Dark","N/A","Ultimate","All Dark","9","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Orochimon","","6-860","King","50","5","181","143","165","120","Dark","N/A","Ultimate","Dark Drive","4","Small Dark Attack Boost","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Armagemon","","6-924","God","60","7","184","138","240","92","Dark","N/A","Ultimate","Reshuffle (dark)","6","Maximum Sacrifice Strike All","22","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Diablomon","","6-925","King","50","5","159","121","142","124","Dark","N/A","Ultimate","Medium Dark Attack Boost","8","Weaken Holy Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Infermon","","6-926","Queen","40","4","110","144","128","103","Dark","N/A","Perfect","Large Recovery Boost","10","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Plutomon","","6-936","God","60","7","164","151","172","143","Dark","N/A","Ultimate","Evolution 2","7","High KO Enemy","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Jupitermon","","6-941","God +","60","7","202","167","171","162","Dark","N/A","Ultimate","Large Skill Boost","19","Holy Support","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Jupitermon","","6-941","God +","50","7","202","167","171","162","Dark","N/A","Ultimate","Large Skill Boost","19","Holy Support","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Jupitermon","","6-941","God +","40","7","202","167","171","162","Dark","N/A","Ultimate","Large Skill Boost","19","Holy Support","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Patamon vs Devimon","","6-942","God","60","7","156","150","184","146","Dark","Holy","Adult/Child","Extreme Elements","9","Weaken All Enemies","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Ladydevimon","LadyDevimon","6-968","God","60","7","157","170","160","121","Dark","N/A","Perfect","Dark Drive","4","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Ladydevimon","LadyDevimon","6-969","God","60","7","162","175","165","126","Dark","N/A","Perfect","Dark Drive","4","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Bagramon","","6-975","SP +","70","7","235","136","195","149","Dark","N/A","Xros Wars","Large Absorption","9","Weaken Holy Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Omegamon Zwart","","6-977","God","30","7","132","104","115","97","Dark","N/A","Ultimate","All Attack","4","Large Attack Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Omegamon Zwart","","6-978","God +","70","7","195","203","186","165","Dark","N/A","Ultimate","Evolution 2","7","Total Recovery","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Omegamon Zwart","","6-979","God +","60","7","175","188","185","133","Dark","N/A","Ultimate","Evolution 2","7","Total Recovery","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Skullknightmon","SkullKnightmon","6-980","God","60","7","173","184","136","147","Dark","N/A","Xros Wars","Dark Release","7","Large Dark Defense Boost","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Pinochimon","","6-987","God","60","7","147","154","148","173","Dark","N/A","Ultimate","Holy Support","4","Dark Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Mercuremon","","7-039","King","50","5","144","152","121","184","Dark","N/A","Hybrid","Holy Seal","4","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Duskmon","","7-040","King","50","5","194","125","170","87","Dark","N/A","Hybrid","Dark Drive","4","Dark Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Magnakidmon","MagnaKidmon","7-051","God","60","7","176","128","167","114","Dark","N/A","Ultimate","Reshuffle (dark)","6","Maximum Sacrifice Strike All","22","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Magnakidmon","MagnaKidmon","7-052","God +","60","7","186","138","177","124","Dark","N/A","Ultimate","Reshuffle (dark)","5","Maximum Sacrifice Strike All","21","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Magnakidmon vs Bellestarmon","MagnaKidmon vs BelleStarmon","7-055","Legendary Rare","70","7","188","122","245","227","Dark","Machine","Ultimate/Ultimate","Evolution 2","6","All Dark","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dark","Magnakidmon vs Bellestarmon","MagnaKidmon vs BelleStarmon","7-056","Legendary Rare","70","7","193","127","250","232","Dark","Machine","Ultimate/Ultimate","Evolution 2","6","All Dark","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dark"
"Dragon","Agumon","","1-001","Common","10","2","38","30","53","28","Dragon","N/A","Child","Small Damage Return","5","Small Recovery","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Gabumon","","1-002","Common","10","2","39","20","53","32","Dragon","N/A","Child","Small Damage to All","8","Small Recovery Boost","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Greymon","","1-006","Uncommon","20","3","59","65","74","41","Dragon","N/A","Adult","Medium Damage Return","7","Dragon Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Monochromon","","1-007","Common","10","3","53","62","73","42","Dragon","N/A","Adult","Dragon Drive","5","Medium Damage Return","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Centalmon","","1-008","Uncommon","20","2","53","60","75","47","Dragon","N/A","Adult","Dragon Support","5","Medium Damage Return","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Leomon","","1-009","Queen","40","3","81","61","86","56","Dragon","N/A","Adult","Medium Damage Return","7","Medium Attack Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Garurumon","","1-010","Uncommon","20","2","63","45","72","41","Dragon","N/A","Adult","Medium Damage to All","12","Small Enemy Attack Delay","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Unimon","","1-011","King","40","2","108","105","99","91","Dragon","N/A","Adult","Medium Recovery","8","25% Defense","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Pandamon","","1-016","God","50","3","110","130","140","120","Dragon","N/A","Perfect","Dragon Drive","4","25% Defense","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Weregarurumon","WereGarurumon","1-017","Rare","30","3","77","73","94","64","Dragon","N/A","Perfect","Large Damage to All","16","Large Attack Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
"Dragon","Mammon","","1-018","Rare","30","3","72","75","88","59","Dragon","N/A","Perfect","All Dragon","10","Large Recovery","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Dragon"
